gene_id,gene_symbol,id_type
LOC120096085,LOC120096085,symbol
Sirt4,Sirt4,symbol
Pla2g1b,Pla2g1b,symbol
Msi1,Msi1,symbol
Cox6a1,Cox6a1,symbol
Triap1,Triap1,symbol
Gatc,Gatc,symbol
Srsf9,Srsf9,symbol
LOC120096005,LOC120096005,symbol
Dynll1,Dynll1,symbol
ENSRNOG00000068496,,ensembl
Coq5,Coq5,symbol
Rnf10,Rnf10,symbol
Pop5,Pop5,symbol
Cabp1,Cabp1,symbol
LOC102548245,LOC102548245,symbol
Mlec,Mlec,symbol
ENSRNOG00000065096,,ensembl
ENSRNOG00000069825,,ensembl
ENSRNOG00000071110,,ensembl
Unc119b,Unc119b,symbol
Acads,Acads,symbol
Sppl3,Sppl3,symbol
AC105804.1,AC105804.1,symbol
Hnf1a,Hnf1a,symbol
C12h12orf43,C12h12orf43,symbol
Oasl,Oasl,symbol
Oasl2,Oasl2,symbol
LOC691311,LOC691311,symbol
ENSRNOG00000066080,,ensembl
LOC120096122,LOC120096122,symbol
RGD1560398,RGD1560398,symbol
Ankrd13a,Ankrd13a,symbol
Git2,Git2,symbol
Tchp,Tchp,symbol
Gltp,Gltp,symbol
Trpv4,Trpv4,symbol
Fam222a,Fam222a,symbol
Mvk,Mvk,symbol
Mmab,Mmab,symbol
Ube3b,Ube3b,symbol
Kctd10,Kctd10,symbol
Myo1h,Myo1h,symbol
Foxn4,Foxn4,symbol
Acacb,Acacb,symbol
Ung,Ung,symbol
Alkbh2,Alkbh2,symbol
Usp30,Usp30,symbol
Svop,Svop,symbol
Dao,Dao,symbol
Ssh1,Ssh1,symbol
Coro1c,Coro1c,symbol
AABR07036567.1,AABR07036567.1,symbol
Selplg,Selplg,symbol
Tmem119,Tmem119,symbol
ENSRNOG00000069881,,ensembl
ENSRNOG00000069057,,ensembl
Iscu,Iscu,symbol
Sart3,Sart3,symbol
Ficd,Ficd,symbol
AC128917.1,AC128917.1,symbol
LOC120095862,LOC120095862,symbol
Cmklr1,Cmklr1,symbol
Wscd2,Wscd2,symbol
ENSRNOG00000064577,,ensembl
ENSRNOG00000064576,,ensembl
ENSRNOG00000069064,,ensembl
Sgsm1,Sgsm1,symbol
Lhfpl7,Lhfpl7,symbol
ENSRNOG00000065712,LOC108352470,ensembl
ENSRNOG00000066249,,ensembl
RGD1306556,RGD1306556,symbol
Crybb3,Crybb3,symbol
Crybb2,Crybb2,symbol
ENSRNOG00000070992,,ensembl
Grk3,Grk3,symbol
Myo18b,Myo18b,symbol
LOC120096092,LOC120096092,symbol
Sez6l,Sez6l,symbol
LOC102552378,LOC102552378,symbol
Asphd2,Asphd2,symbol
Hps4,Hps4,symbol
AC123358.1,AC123358.1,symbol
Srrd,Srrd,symbol
Tfip11,Tfip11,symbol
Tpst2,Tpst2,symbol
Crybb1,Crybb1,symbol
Cryba4,Cryba4,symbol
Mn1,Mn1,symbol
Pitpnb,Pitpnb,symbol
ENSRNOG00000063728,,ensembl
LOC102554233,LOC102554233,symbol
Ttc28,Ttc28,symbol
Chek2,Chek2,symbol
Hscb,Hscb,symbol
Ulk1,Ulk1,symbol
Pus1,Pus1,symbol
Ep400,Ep400,symbol
LOC100362927,LOC100362927,symbol
LOC120096100,LOC120096100,symbol
Snora49,Snora49,symbol
Ddx51,Ddx51,symbol
Noc4l,Noc4l,symbol
Galnt9,Galnt9,symbol
Fbrsl1,Fbrsl1,symbol
Lrcol1,Lrcol1,symbol
P2rx2,P2rx2,symbol
Pole,Pole,symbol
LOC120096104,LOC120096104,symbol
Pxmp2,Pxmp2,symbol
ENSRNOG00000068194,,ensembl
Pgam5,Pgam5,symbol
Ankle2,Ankle2,symbol
Golga3,Golga3,symbol
Chfr,Chfr,symbol
Zfp605,Zfp605,symbol
ENSRNOG00000066204,Zfp605l1,ensembl
Gtpbp6,Gtpbp6,symbol
Plcxd1,Plcxd1,symbol
Zfp958,Zfp958,symbol
ENSRNOG00000064554,,ensembl
Dsel,Dsel,symbol
LOC120096408,LOC120096408,symbol
LOC120096455,LOC120096455,symbol
LOC120096416,LOC120096416,symbol
ENSRNOG00000065529,,ensembl
ENSRNOG00000066834,,ensembl
LOC120096431,LOC120096431,symbol
ENSRNOG00000067316,,ensembl
LOC120096390,LOC120096390,symbol
ENSRNOG00000066881,,ensembl
LOC304725,LOC304725,symbol
Hsp90aa1-ps16,Hsp90aa1-ps16,symbol
LOC120096404,LOC120096404,symbol
LOC120096409,LOC120096409,symbol
LOC100910714,LOC100910714,symbol
ENSRNOG00000066965,,ensembl
LOC120096428,LOC120096428,symbol
Cntnap5a,Cntnap5a,symbol
LOC120096456,LOC120096456,symbol
LOC120096443,LOC120096443,symbol
ENSRNOG00000064103,,ensembl
AABR07020651.1,AABR07020651.1,symbol
ENSRNOG00000064688,,ensembl
LOC679594,LOC679594,symbol
LOC304725,LOC304725,symbol
LOC120096412,LOC120096412,symbol
ENSRNOG00000062361,,ensembl
ENSRNOG00000064561,,ensembl
LOC120096444,LOC120096444,symbol
RGD1561440,RGD1561440,symbol
ENSRNOG00000066173,,ensembl
Cntnap5b,Cntnap5b,symbol
LOC120096398,LOC120096398,symbol
ENSRNOG00000069305,,ensembl
ENSRNOG00000065784,,ensembl
ENSRNOG00000062937,,ensembl
Cdh20,Cdh20,symbol
Rnf152,Rnf152,symbol
Pign,Pign,symbol
Relch,Relch,symbol
Tnfrsf11a,Tnfrsf11a,symbol
ENSRNOG00000070804,,ensembl
Zcchc2,Zcchc2,symbol
ENSRNOG00000071020,,ensembl
ENSRNOG00000065024,,ensembl
Phlpp1,Phlpp1,symbol
Bcl2,Bcl2,symbol
Kdsr,Kdsr,symbol
Vps4b,Vps4b,symbol
Serpinb5,Serpinb5,symbol
Serpinb12,Serpinb12,symbol
Serpinb13,Serpinb13,symbol
Serpinb3a,Serpinb3a,symbol
Serpinb3,Serpinb3,symbol
Serpinb11,Serpinb11,symbol
Serpinb7,Serpinb7,symbol
LOC120096417,LOC120096417,symbol
Serpinb2,Serpinb2,symbol
Serpinb10,Serpinb10,symbol
Serpinb8,Serpinb8,symbol
LOC120096395,LOC120096395,symbol
RGD1560523,RGD1560523,symbol
LOC120096381,LOC120096381,symbol
LOC120096411,LOC120096411,symbol
LOC108348870,LOC108348870,symbol
ENSRNOG00000063241,,ensembl
Cdh7,Cdh7,symbol
LOC120096442,LOC120096442,symbol
ENSRNOG00000066782,,ensembl
ENSRNOG00000064510,,ensembl
Cdh19,Cdh19,symbol
LOC120096433,LOC120096433,symbol
LOC120096235,LOC120096235,symbol
ENSRNOG00000069109,,ensembl
ENSRNOG00000070301,,ensembl
Tsn,Tsn,symbol
Nifk,Nifk,symbol
Clasp1,Clasp1,symbol
LOC120096397,LOC120096397,symbol
LOC120096423,LOC120096423,symbol
Tfcp2l1,Tfcp2l1,symbol
LOC120096434,LOC120096434,symbol
Gli2,Gli2,symbol
ENSRNOG00000070618,,ensembl
Inhbb,Inhbb,symbol
Ralb,Ralb,symbol
Tmem185b,Tmem185b,symbol
LOC120096454,LOC120096454,symbol
Epb41l5,Epb41l5,symbol
Ptpn4,Ptpn4,symbol
Tmem177,Tmem177,symbol
Cfap221,Cfap221,symbol
Sctr,Sctr,symbol
Tmem37,Tmem37,symbol
Dbi,Dbi,symbol
C13h2orf76,C13h2orf76,symbol
Steap3,Steap3,symbol
C1ql2,C1ql2,symbol
Marco,Marco,symbol
En1,En1,symbol
Tpt1-ps1,Tpt1-ps1,symbol
Insig2,Insig2,symbol
Ccdc93,Ccdc93,symbol
Htr5b,Htr5b,symbol
ENSRNOG00000067791,,ensembl
Ddx18,Ddx18,symbol
LOC103690298,LOC103690298,symbol
LOC120096373,LOC120096373,symbol
Dpp10,Dpp10,symbol
LOC120096396,LOC120096396,symbol
LOC120096424,LOC120096424,symbol
Actr3,Actr3,symbol
LOC100362110,LOC100362110,symbol
Slc35f5,Slc35f5,symbol
Gpr39,Gpr39,symbol
Lypd1,Lypd1,symbol
Nckap5,Nckap5,symbol
tuba1c-ps1,tuba1c-ps1,symbol
ENSRNOG00000066401,,ensembl
ENSRNOG00000066803,,ensembl
Mgat5,Mgat5,symbol
LOC120096388,LOC120096388,symbol
Tmem163,Tmem163,symbol
Acmsd,Acmsd,symbol
LOC108352526,LOC108352526,symbol
Ccnt2,Ccnt2,symbol
Map3k19,Map3k19,symbol
Rab3gap1,Rab3gap1,symbol
LOC120096387,LOC120096387,symbol
Zranb3,Zranb3,symbol
Mir3473,Mir3473,symbol
R3hdm1,R3hdm1,symbol
LOC120096429,LOC120096429,symbol
Mir128-1,Mir128-1,symbol
Ubxn4,Ubxn4,symbol
Lct,Lct,symbol
Mcm6,Mcm6,symbol
Dars1,Dars1,symbol
LOC120096378,LOC120096378,symbol
Cxcr4,Cxcr4,symbol
LOC120096459,LOC120096459,symbol
Thsd7b,Thsd7b,symbol
LOC120096439,LOC120096439,symbol
LOC120096445,LOC120096445,symbol
Cd55,Cd55,symbol
Zp3r,Zp3r,symbol
C4bpa,C4bpa,symbol
Lsm6,Lsm6,symbol
C4bpb,C4bpb,symbol
Pfkfb2,Pfkfb2,symbol
Yod1,Yod1,symbol
C13h1orf116,C13h1orf116,symbol
Fcamr,Fcamr,symbol
Pigr,Pigr,symbol
Fcmr,Fcmr,symbol
Il24,Il24,symbol
Il20,Il20,symbol
Il19,Il19,symbol
Il10,Il10,symbol
Mapkapk2,Mapkapk2,symbol
Dyrk3,Dyrk3,symbol
Eif2d,Eif2d,symbol
Rassf5,Rassf5,symbol
Ikbke,Ikbke,symbol
Srgap2,Srgap2,symbol
Fam72a,Fam72a,symbol
Avpr1b,Avpr1b,symbol
Ctse,Ctse,symbol
Rab7b,Rab7b,symbol
Slc26a9,Slc26a9,symbol
ENSRNOG00000069070,,ensembl
Pm20d1,Pm20d1,symbol
Slc41a1,Slc41a1,symbol
Rab29,Rab29,symbol
Nucks1,Nucks1,symbol
ENSRNOG00000065816,,ensembl
ENSRNOG00000070926,,ensembl
Slc45a3,Slc45a3,symbol
Elk4,Elk4,symbol
Mfsd4a,Mfsd4a,symbol
Cdk18,Cdk18,symbol
ENSRNOG00000063579,,ensembl
Mir135b,Mir135b,symbol
Lemd1,Lemd1,symbol
Klhdc8a,Klhdc8a,symbol
Nuak2,Nuak2,symbol
Tmcc2,Tmcc2,symbol
ENSRNOG00000066606,,ensembl
Dstyk,Dstyk,symbol
Rbbp5,Rbbp5,symbol
Tmem81,Tmem81,symbol
ENSRNOG00000063514,,ensembl
Cntn2,Cntn2,symbol
LOC120096452,LOC120096452,symbol
Nfasc,Nfasc,symbol
LOC120096406,LOC120096406,symbol
Lrrn2,Lrrn2,symbol
Mdm4,Mdm4,symbol
Pik3c2b,Pik3c2b,symbol
Ppp1r15b,Ppp1r15b,symbol
Plekha6,Plekha6,symbol
Golt1a,Golt1a,symbol
Kiss1,Kiss1,symbol
Ren,Ren,symbol
Etnk2,Etnk2,symbol
Sox13,Sox13,symbol
LOC498231,LOC498231,symbol
Snrpe,Snrpe,symbol
Zbed6,Zbed6,symbol
Lax1,Lax1,symbol
Atp2b4,Atp2b4,symbol
Optc,Optc,symbol
Prelp,Prelp,symbol
AABR07020987.1,AABR07020987.1,symbol
ENSRNOG00000066646,,ensembl
Fmod,Fmod,symbol
Btg2,Btg2,symbol
Chit1,Chit1,symbol
Chi3l1,Chi3l1,symbol
Mybph,Mybph,symbol
Adora1,Adora1,symbol
Myog,Myog,symbol
Ppfia4,Ppfia4,symbol
Tmem183a,Tmem183a,symbol
Mgat4e-like,Mgat4e-like,symbol
ENSRNOG00000063519,,ensembl
Cyb5r1,Cyb5r1,symbol
Adipor1,Adipor1,symbol
Lnc134,Lnc134,symbol
Klhl12,Klhl12,symbol
Ndufv3-ps1,Ndufv3-ps1,symbol
Rabif,Rabif,symbol
Mgat4e,Mgat4e,symbol
Kdm5b,Kdm5b,symbol
ENSRNOG00000071025,,ensembl
Syt2,Syt2,symbol
Ppp1r12b,Ppp1r12b,symbol
ENSRNOG00000068257,,ensembl
Ube2t,Ube2t,symbol
Lgr6,Lgr6,symbol
Ptprv,Ptprv,symbol
Ptpn7,Ptpn7,symbol
Arl8a,Arl8a,symbol
Gpr37l1,Gpr37l1,symbol
Elf3,Elf3,symbol
Rnpep,Rnpep,symbol
ENSRNOG00000069730,,ensembl
Timm17a,Timm17a,symbol
Lmod1,Lmod1,symbol
Shisa4,Shisa4,symbol
Ipo9,Ipo9,symbol
Nav1,Nav1,symbol
AABR07020999.1,AABR07020999.1,symbol
Csrp1,Csrp1,symbol
Phlda3,Phlda3,symbol
Tnni1,Tnni1,symbol
Lad1,Lad1,symbol
Tnnt2,Tnnt2,symbol
Pkp1,Pkp1,symbol
Igfn1,Igfn1,symbol
Tmem9,Tmem9,symbol
Ascl5,Ascl5,symbol
Cacna1s,Cacna1s,symbol
Kif21b,Kif21b,symbol
Mroh3,Mroh3,symbol
LOC103691922,LOC103691922,symbol
Inava,Inava,symbol
Gpr25,Gpr25,symbol
Camsap2,Camsap2,symbol
AABR07021008.1,AABR07021008.1,symbol
Ddx59,Ddx59,symbol
Kif14,Kif14,symbol
ENSRNOG00000069163,,ensembl
Zfp281,Zfp281,symbol
AABR07021022.1,AABR07021022.1,symbol
Nr5a2,Nr5a2,symbol
LOC120096372,LOC120096372,symbol
LOC120096465,LOC120096465,symbol
ENSRNOG00000066050,,ensembl
ENSRNOG00000062926,,ensembl
LOC120096418,LOC120096418,symbol
ENSRNOG00000069894,,ensembl
ENSRNOG00000062600,,ensembl
ENSRNOG00000070913,,ensembl
ENSRNOG00000071154,,ensembl
LOC108352541,LOC108352541,symbol
Mir3570,Mir3570,symbol
Mir181b1,Mir181b1,symbol
Ptprc,Ptprc,symbol
Atp6v1g3,Atp6v1g3,symbol
Nek7,Nek7,symbol
Lhx9,Lhx9,symbol
RGD1566099,RGD1566099,symbol
LOC120096262,LOC120096262,symbol
ENSRNOG00000068173,,ensembl
Dennd1b,Dennd1b,symbol
AABR07021080.1,AABR07021080.1,symbol
Crb1,Crb1,symbol
Zbtb41,Zbtb41,symbol
ENSRNOG00000063731,,ensembl
ENSRNOG00000069041,,ensembl
Aspm,Aspm,symbol
LOC120096438,LOC120096438,symbol
F13b,F13b,symbol
Cfhr2,Cfhr2,symbol
LOC100361907,LOC100361907,symbol
ENSRNOG00000066867,,ensembl
Cfhr1,Cfhr1,symbol
Cfhr4,Cfhr4,symbol
ENSRNOG00000066245,,ensembl
Cfh,Cfh,symbol
ENSRNOG00000070331,,ensembl
Kcnt2,Kcnt2,symbol
LOC120096371,LOC120096371,symbol
LOC120096414,LOC120096414,symbol
LOC120096463,LOC120096463,symbol
Y_RNA,Y_RNA,symbol
LOC120096453,LOC120096453,symbol
LOC108352643,LOC108352643,symbol
ENSRNOG00000069455,,ensembl
ENSRNOG00000068898,,ensembl
Cdc73,Cdc73,symbol
B3galt2,B3galt2,symbol
Glrx2,Glrx2,symbol
Ro60,Ro60,symbol
Uchl5,Uchl5,symbol
Scarna18b,Scarna18b,symbol
ENSRNOG00000070924,,ensembl
AABR07021213.1,AABR07021213.1,symbol
Rgs2,Rgs2,symbol
LOC120096435,LOC120096435,symbol
Rgs13,Rgs13,symbol
Rgs1,Rgs1,symbol
Rgs21,Rgs21,symbol
ENSRNOG00000065694,,ensembl
Rgs18,Rgs18,symbol
AABR07021239.1,AABR07021239.1,symbol
Brinp3,Brinp3,symbol
LOC120096447,LOC120096447,symbol
LOC120096403,LOC120096403,symbol
Gapdh-ps17,Gapdh-ps17,symbol
LOC120096460,LOC120096460,symbol
LOC120096400,LOC120096400,symbol
LOC120096405,LOC120096405,symbol
Dram2-ps1,Dram2-ps1,symbol
LOC120096367,LOC120096367,symbol
LOC120096436,LOC120096436,symbol
LOC120096448,LOC120096448,symbol
LOC120096420,LOC120096420,symbol
LOC120096464,LOC120096464,symbol
Pla2g4a,Pla2g4a,symbol
ENSRNOG00000066166,,ensembl
Ptgs2,Ptgs2,symbol
Pdc,Pdc,symbol
ENSRNOG00000065753,,ensembl
Odr4,Odr4,symbol
Tpr,Tpr,symbol
Prg4,Prg4,symbol
Hmcn1,Hmcn1,symbol
LOC120096425,LOC120096425,symbol
LOC120096437,LOC120096437,symbol
LOC120096450,LOC120096450,symbol
Ivns1abp,Ivns1abp,symbol
Swt1,Swt1,symbol
Trmt1l,Trmt1l,symbol
Rnf2,Rnf2,symbol
ENSRNOG00000064602,,ensembl
Niban1,Niban1,symbol
Edem3,Edem3,symbol
AABR07021384.1,AABR07021384.1,symbol
RGD1309104,RGD1309104,symbol
LOC120096366,LOC120096366,symbol
Tsen15,Tsen15,symbol
Colgalt2,Colgalt2,symbol
Rgl1,Rgl1,symbol
Apobec4,Apobec4,symbol
Arpc5,Arpc5,symbol
Ncf2,Ncf2,symbol
Smg7,Smg7,symbol
Nmnat2,Nmnat2,symbol
Lamc2,Lamc2,symbol
Lamc1,Lamc1,symbol
Shcbp1l,Shcbp1l,symbol
Dhx9,Dhx9,symbol
Npl,Npl,symbol
Rgs8,Rgs8,symbol
Rgs16,Rgs16,symbol
Rnasel,Rnasel,symbol
Rgsl1,Rgsl1,symbol
LOC120096281,LOC120096281,symbol
ENSRNOG00000068231,,ensembl
AABR07021424.1,AABR07021424.1,symbol
ENSRNOG00000068708,,ensembl
Teddm1b,Teddm1b,symbol
Teddm1a,Teddm1a,symbol
Glul,Glul,symbol
Gng5-ps5,Gng5-ps5,symbol
LOC120096399,LOC120096399,symbol
Eif3m-ps1,Eif3m-ps1,symbol
Zfp648,Zfp648,symbol
Cacna1e,Cacna1e,symbol
ENSRNOG00000064104,,ensembl
LOC120096369,LOC120096369,symbol
Ier5,Ier5,symbol
Mr1,Mr1,symbol
Stx6,Stx6,symbol
RGD1304622,RGD1304622,symbol
Xpr1,Xpr1,symbol
Acbd6,Acbd6,symbol
ENSRNOG00000069939,,ensembl
Lhx4,Lhx4,symbol
Qsox1,Qsox1,symbol
Cep350,Cep350,symbol
Ifitm2-ps2,Ifitm2-ps2,symbol
ENSRNOG00000065580,,ensembl
Tor1aip1,Tor1aip1,symbol
Tor1aip2,Tor1aip2,symbol
Tor1aip2,Tor1aip2,symbol
Fam163a,Fam163a,symbol
AABR07021465.2,AABR07021465.2,symbol
Tdrd5,Tdrd5,symbol
Nphs2,Nphs2,symbol
Axdnd1,Axdnd1,symbol
Soat1,Soat1,symbol
Abl2,Abl2,symbol
LOC120096449,LOC120096449,symbol
Tor3a,Tor3a,symbol
Fam20b,Fam20b,symbol
Ralgps2,Ralgps2,symbol
Angptl1,Angptl1,symbol
Tex35,Tex35,symbol
Clec20a,Clec20a,symbol
Rasal2,Rasal2,symbol
ENSRNOG00000067609,,ensembl
Cryzl2,Cryzl2,symbol
AABR07021503.1,AABR07021503.1,symbol
Sec16b,Sec16b,symbol
LOC120096393,LOC120096393,symbol
Brinp2,Brinp2,symbol
Astn1,Astn1,symbol
Mir488,Mir488,symbol
Pappa2,Pappa2,symbol
ENSRNOG00000064188,,ensembl
Cop1,Cop1,symbol
Scarna3a,Scarna3a,symbol
Mir1843b,Mir1843b,symbol
AABR07021536.1,AABR07021536.1,symbol
Tnr,Tnr,symbol
Kiaa0040,Kiaa0040,symbol
Tnn,Tnn,symbol
Mrps14,Mrps14,symbol
Cacybp,Cacybp,symbol
ENSRNOG00000067038,,ensembl
Rabgap1l,Rabgap1l,symbol
LOC120096380,LOC120096380,symbol
AABR07007905.2,AABR07007905.2,symbol
Gpr52,Gpr52,symbol
LOC120096410,LOC120096410,symbol
Rc3h1,Rc3h1,symbol
ENSRNOG00000070643,,ensembl
ENSRNOG00000070187,,ensembl
Serpinc1,Serpinc1,symbol
Zbtb37,Zbtb37,symbol
LOC120096384,LOC120096384,symbol
LOC120096422,LOC120096422,symbol
LOC120096374,LOC120096374,symbol
LOC120096385,LOC120096385,symbol
Snord78,Snord78,symbol
LOC120096376,LOC120096376,symbol
LOC120096386,LOC120096386,symbol
LOC120096383,LOC120096383,symbol
Snord81,Snord81,symbol
Dars2,Dars2,symbol
Cenpl,Cenpl,symbol
Klhl20,Klhl20,symbol
Slc9c2,Slc9c2,symbol
Tex50,Tex50,symbol
Slc9c2,Slc9c2,symbol
Prdx6,Prdx6,symbol
ENSRNOG00000063348,,ensembl
AABR07021573.2,AABR07021573.2,symbol
ENSRNOG00000069839,,ensembl
Tnfsf4,Tnfsf4,symbol
Tnfsf18,Tnfsf18,symbol
ENSRNOG00000063307,,ensembl
ENSRNOG00000070334,,ensembl
ENSRNOG00000066143,,ensembl
ENSRNOG00000064946,,ensembl
Faslg,Faslg,symbol
Suco,Suco,symbol
Pigc,Pigc,symbol
RGD1309106,RGD1309106,symbol
Dnm3,Dnm3,symbol
LOC120096413,LOC120096413,symbol
LOC120096419,LOC120096419,symbol
AABR07021591.1,AABR07021591.1,symbol
Mir199a2,Mir199a2,symbol
Mir214,Mir214,symbol
LOC120096458,LOC120096458,symbol
Mettl13,Mettl13,symbol
Vamp4,Vamp4,symbol
Myoc,Myoc,symbol
ENSRNOG00000066215,,ensembl
Prrc2c,Prrc2c,symbol
Fmo4,Fmo4,symbol
Fmo1,Fmo1,symbol
Fmo2,Fmo2,symbol
Fmo6,Fmo6,symbol
Fmo3,Fmo3,symbol
Mroh9,Mroh9,symbol
LOC120096402,LOC120096402,symbol
LOC120096382,LOC120096382,symbol
Prrx1,Prrx1,symbol
Gorab,Gorab,symbol
Ntmt2,Ntmt2,symbol
Kifap3,Kifap3,symbol
Scyl3,Scyl3,symbol
LOC498265,LOC498265,symbol
Mettl18,Mettl18,symbol
Sele,Sele,symbol
Sell,Sell,symbol
Selp,Selp,symbol
F5,F5,symbol
Slc19a2,Slc19a2,symbol
Ccdc181,Ccdc181,symbol
Blzf1,Blzf1,symbol
Nme7,Nme7,symbol
Atp1b1,Atp1b1,symbol
ENSRNOG00000067955,,ensembl
ENSRNOG00000070620,,ensembl
LOC120096446,LOC120096446,symbol
Dpt,Dpt,symbol
AABR07021636.1,AABR07021636.1,symbol
LOC108352565,LOC108352565,symbol
LOC120096432,LOC120096432,symbol
Xcl1,Xcl1,symbol
LOC100912617,LOC100912617,symbol
ENSRNOG00000064045,,ensembl
Tbx19,Tbx19,symbol
Sft2d2,Sft2d2,symbol
Tiprl,Tiprl,symbol
Gpr161,Gpr161,symbol
Dcaf6,Dcaf6,symbol
Mpc2,Mpc2,symbol
Adcy10,Adcy10,symbol
Mpzl1,Mpzl1,symbol
Rcsd1,Rcsd1,symbol
Creg1,Creg1,symbol
Cd247,Cd247,symbol
ENSRNOG00000064281,,ensembl
Pou2f1,Pou2f1,symbol
Styxl2,Styxl2,symbol
Gpa33,Gpa33,symbol
Mael,Mael,symbol
Ildr2,Ildr2,symbol
ENSRNOG00000068309,,ensembl
Tada1,Tada1,symbol
Pogk,Pogk,symbol
Fmo13,Fmo13,symbol
LOC685351,LOC685351,symbol
Fmo9,Fmo9,symbol
Fam78b,Fam78b,symbol
LOC120096426,LOC120096426,symbol
ENSRNOG00000064211,,ensembl
ENSRNOG00000062956,,ensembl
Uck2,Uck2,symbol
Tmco1,Tmco1,symbol
Aldh9a1,Aldh9a1,symbol
Mgst3,Mgst3,symbol
ENSRNOG00000070450,,ensembl
ENSRNOG00000063055,,ensembl
Lrrc52,Lrrc52,symbol
ENSRNOG00000070805,,ensembl
Rxrg,Rxrg,symbol
Lmx1a,Lmx1a,symbol
LOC120096312,LOC120096312,symbol
Pbx1,Pbx1,symbol
LOC120096430,LOC120096430,symbol
Nuf2,Nuf2,symbol
ENSRNOG00000066769,,ensembl
Rgs5,Rgs5,symbol
Rgs4,Rgs4,symbol
Ccdc190,Ccdc190,symbol
ENSRNOG00000033515,,ensembl
Hsd17b7,Hsd17b7,symbol
Ddr2,Ddr2,symbol
Uap1,Uap1,symbol
LOC102549303,LOC102549303,symbol
Uhmk1,Uhmk1,symbol
AABR07021734.1,AABR07021734.1,symbol
Sh2d1b2,Sh2d1b2,symbol
ENSRNOG00000064682,,ensembl
Nos1ap,Nos1ap,symbol
Spata46,Spata46,symbol
AABR07021736.1,AABR07021736.1,symbol
Olfml2b,Olfml2b,symbol
Atf6,Atf6,symbol
LOC120096368,LOC120096368,symbol
LOC100911728,LOC100911728,symbol
LOC100362384,LOC100362384,symbol
Dusp12,Dusp12,symbol
ENSRNOG00000068951,,ensembl
Fcrlb,Fcrlb,symbol
Fcrla,Fcrla,symbol
LOC120096461,LOC120096461,symbol
Fcgr2b,Fcgr2b,symbol
Fcgr3a,Fcgr3a,symbol
LOC108348047,LOC108348047,symbol
Fcgr2a-ps1,Fcgr2a-ps1,symbol
LOC498276,LOC498276,symbol
ENSRNOG00000067862,,ensembl
Cfap126,Cfap126,symbol
Sdhc,Sdhc,symbol
Mpz,Mpz,symbol
Pcp4l1,Pcp4l1,symbol
ENSRNOG00000066046,,ensembl
Nr1i3,Nr1i3,symbol
Tomm40l,Tomm40l,symbol
Apoa2,Apoa2,symbol
Fcer1g,Fcer1g,symbol
Ndufs2,Ndufs2,symbol
Ppox,Ppox,symbol
Adamts4,Adamts4,symbol
B4galt3,B4galt3,symbol
Usp21,Usp21,symbol
Ufc1,Ufc1,symbol
ENSRNOG00000062505,,ensembl
ENSRNOG00000065995,,ensembl
Pfdn2,Pfdn2,symbol
Dedd,Dedd,symbol
Nit1,Nit1,symbol
Klhdc9,Klhdc9,symbol
Nectin4,Nectin4,symbol
Tstd1,Tstd1,symbol
Arhgap30,Arhgap30,symbol
ENSRNOG00000068856,,ensembl
F11r,F11r,symbol
LOC100359583,LOC100359583,symbol
LOC120096440,LOC120096440,symbol
Itln1,Itln1,symbol
ENSRNOG00000065645,,ensembl
ENSRNOG00000068336,,ensembl
Cd244,Cd244,symbol
Cd244,Cd244,symbol
Ly9,Ly9,symbol
Slamf7,Slamf7,symbol
ENSRNOG00000062700,,ensembl
Cd48,Cd48,symbol
Slamf1,Slamf1,symbol
Cd84,Cd84,symbol
ENSRNOG00000063881,,ensembl
Slamf6,Slamf6,symbol
Vangl2,Vangl2,symbol
Nhlh1,Nhlh1,symbol
Ncstn,Ncstn,symbol
Copa,Copa,symbol
LOC102548286,LOC102548286,symbol
Dcaf8,Dcaf8,symbol
Pea15,Pea15,symbol
Casq1,Casq1,symbol
Atp1a4,Atp1a4,symbol
Atp1a2,Atp1a2,symbol
Igsf8,Igsf8,symbol
Kcnj9,Kcnj9,symbol
Kcnj10,Kcnj10,symbol
Pigm,Pigm,symbol
Slamf9,Slamf9,symbol
Igsf9,Igsf9,symbol
Tagln2,Tagln2,symbol
Cfap45,Cfap45,symbol
Vsig8,Vsig8,symbol
Slamf8,Slamf8,symbol
Fcrl6,Fcrl6,symbol
Dusp23,Dusp23,symbol
Crp,Crp,symbol
LOC108348980,LOC108348980,symbol
Apcs,Apcs,symbol
LOC120096401,LOC120096401,symbol
Or10j5,Or10j5,symbol
Or10j7,Or10j7,symbol
Or10j27,Or10j27,symbol
Or10j3,Or10j3,symbol
Or10j3b,Or10j3b,symbol
Fcer1a,Fcer1a,symbol
Or10j2,Or10j2,symbol
Mptx1,Mptx1,symbol
Ackr1,Ackr1,symbol
Cadm3,Cadm3,symbol
Aim2,Aim2,symbol
LOC102556096,LOC102556096,symbol
RGD1562462,RGD1562462,symbol
ENSRNOG00000069878,,ensembl
Olr1585,Olr1585,symbol
Mnda,Mnda,symbol
Or10aa3,Or10aa3,symbol
Or6n1,Or6n1,symbol
Or6k14,Or6k14,symbol
ENSRNOG00000062561,,ensembl
Or6k14b,Or6k14b,symbol
Or6k6,Or6k6,symbol
Or6k4,Or6k4,symbol
ENSRNOG00000066569,Or6k4,ensembl
Or6k8,Or6k8,symbol
Or6k2,Or6k2,symbol
Spta1,Spta1,symbol
