gene_id,gene_symbol,id_type
ENSRNOG00000064855,,ensembl
Fcgr1a,Fcgr1a,symbol
ENSRNOG00000069676,,ensembl
LOC120100882,LOC120100882,symbol
LOC120101310,LOC120101310,symbol
LOC120101161,LOC120101161,symbol
LOC120101355,LOC120101355,symbol
LOC120101277,LOC120101277,symbol
AABR07012587.1,AABR07012587.1,symbol
LOC120101322,LOC120101322,symbol
LOC120101333,LOC120101333,symbol
AABR07012588.1,AABR07012588.1,symbol
LOC120101288,LOC120101288,symbol
LOC120101299,LOC120101299,symbol
Hjv,Hjv,symbol
AABR07012592.1,AABR07012592.1,symbol
Txnip,Txnip,symbol
Polr3gl,Polr3gl,symbol
ENSRNOG00000069895,,ensembl
Ankrd34a,Ankrd34a,symbol
Lix1l,Lix1l,symbol
Rbm8a,Rbm8a,symbol
Pex11b,Pex11b,symbol
LOC120101126,LOC120101126,symbol
Rnu2-64,Rnu2-64,symbol
Itga10,Itga10,symbol
Ankrd35,Ankrd35,symbol
Pias3,Pias3,symbol
Nudt17,Nudt17,symbol
Polr3c,Polr3c,symbol
LOC120101237,LOC120101237,symbol
Rnf115,Rnf115,symbol
Cd160,Cd160,symbol
Pdzk1,Pdzk1,symbol
Gpr89b,Gpr89b,symbol
Gja8,Gja8,symbol
Gja5,Gja5,symbol
ENSRNOG00000068655,,ensembl
Rhno1-ps2,Rhno1-ps2,symbol
Acp6,Acp6,symbol
Bcl9,Bcl9,symbol
ENSRNOG00000064965,,ensembl
LOC102549654,LOC102549654,symbol
Rpl38-ps8,Rpl38-ps8,symbol
Or13l2,Or13l2,symbol
ENSRNOG00000064079,,ensembl
Chd1l,Chd1l,symbol
Fmo5,Fmo5,symbol
Prkab2,Prkab2,symbol
Gm17651,Gm17651,symbol
ENSRNOG00000068985,,ensembl
Pde4dip,Pde4dip,symbol
Sec22b,Sec22b,symbol
LOC120100890,LOC120100890,symbol
Notch2,Notch2,symbol
Adam30,Adam30,symbol
Reg4,Reg4,symbol
Hmgcs2,Hmgcs2,symbol
Phgdh,Phgdh,symbol
Zfp697,Zfp697,symbol
Hsd3b5,Hsd3b5,symbol
Hsd3b5-ps1,Hsd3b5-ps1,symbol
Hsd3b2,Hsd3b2,symbol
Hsd3b3,Hsd3b3,symbol
Hsd3b1,Hsd3b1,symbol
AABR07012635.1,AABR07012635.1,symbol
Hao2,Hao2,symbol
ENSRNOG00000068929,,ensembl
LOC120100604,LOC120100604,symbol
LOC120101247,LOC120101247,symbol
LOC120101313,LOC120101313,symbol
Wars2,Wars2,symbol
Tbx15,Tbx15,symbol
ENSRNOG00000071016,,ensembl
Spag17,Spag17,symbol
Wdr3,Wdr3,symbol
Gdap2,Gdap2,symbol
Tent5c,Tent5c,symbol
Man1a2,Man1a2,symbol
LOC120101319,LOC120101319,symbol
ENSRNOG00000067753,,ensembl
Vtcn1,Vtcn1,symbol
Trim45,Trim45,symbol
Ttf2,Ttf2,symbol
Cd101,Cd101,symbol
Ptgfrn,Ptgfrn,symbol
ENSRNOG00000069649,,ensembl
Cd2,Cd2,symbol
Igsf3,Igsf3,symbol
ENSRNOG00000063703,,ensembl
Atp1a1,Atp1a1,symbol
LOC103691652,LOC103691652,symbol
Mab21l3,Mab21l3,symbol
Slc22a15,Slc22a15,symbol
Nhlh2,Nhlh2,symbol
ENSRNOG00000068820,,ensembl
Casq2,Casq2,symbol
Vangl1,Vangl1,symbol
Ngf,Ngf,symbol
Tspan2,Tspan2,symbol
Tshb,Tshb,symbol
Sycp1,Sycp1,symbol
Nr1h5,Nr1h5,symbol
Sike1,Sike1,symbol
AC134651.1,AC134651.1,symbol
Csde1,Csde1,symbol
Nras,Nras,symbol
Ampd1,Ampd1,symbol
Dennd2c,Dennd2c,symbol
Bcas2,Bcas2,symbol
ENSRNOG00000067127,,ensembl
Trim33,Trim33,symbol
ENSRNOG00000069313,,ensembl
ENSRNOG00000068992,,ensembl
LOC120101328,LOC120101328,symbol
Rbis,Rbis,symbol
Syt6,Syt6,symbol
LOC120101371,LOC120101371,symbol
ENSRNOG00000064828,,ensembl
ENSRNOG00000069593,,ensembl
Olfml3,Olfml3,symbol
ENSRNOG00000064223,,ensembl
Hipk1,Hipk1,symbol
Dclre1b,Dclre1b,symbol
Ap4b1,Ap4b1,symbol
Bcl2l15,Bcl2l15,symbol
Ptpn22,Ptpn22,symbol
Rsbn1,Rsbn1,symbol
Phtf1,Phtf1,symbol
Magi3,Magi3,symbol
LOC120101331,LOC120101331,symbol
AABR07012763.1,AABR07012763.1,symbol
Rplp0l1,Rplp0l1,symbol
Lrig2,Lrig2,symbol
LOC120101182,LOC120101182,symbol
ENSRNOG00000070757,,ensembl
Slc16a1,Slc16a1,symbol
Rnu6-406,Rnu6-406,symbol
Tafa3,Tafa3,symbol
Ppm1j,Ppm1j,symbol
Rhoc,Rhoc,symbol
Mov10,Mov10,symbol
Capza1,Capza1,symbol
St7l,St7l,symbol
Wnt2b,Wnt2b,symbol
Cttnbp2nl,Cttnbp2nl,symbol
ENSRNOG00000064202,,ensembl
ENSRNOG00000068611,,ensembl
ENSRNOG00000067624,,ensembl
ENSRNOG00000066674,,ensembl
ENSRNOG00000068393,,ensembl
ENSRNOG00000069077,,ensembl
Kcnd3,Kcnd3,symbol
Ddx20,Ddx20,symbol
Inka2,Inka2,symbol
Rap1a,Rap1a,symbol
Tmigd3,Tmigd3,symbol
Adora3,Adora3,symbol
C2h1orf162,C2h1orf162,symbol
ENSRNOG00000066880,,ensembl
Atp5pb,Atp5pb,symbol
Wdr77,Wdr77,symbol
Pifo,Pifo,symbol
AABR07012788.1,AABR07012788.1,symbol
Prdx1l1,Prdx1l1,symbol
Chia,Chia,symbol
ENSRNOG00000067768,,ensembl
Chi3l3,Chi3l3,symbol
RGD1309110,RGD1309110,symbol
ENSRNOG00000065668,,ensembl
Dennd2d,Dennd2d,symbol
Cept1,Cept1,symbol
Dram2,Dram2,symbol
ENSRNOG00000068330,,ensembl
Lrif1,Lrif1,symbol
Cd53,Cd53,symbol
Or11i1,Or11i1,symbol
Kcna3,Kcna3,symbol
AC113635.2,AC113635.2,symbol
Kcna2,Kcna2,symbol
Kcna10,Kcna10,symbol
Cym,Cym,symbol
Prok1,Prok1,symbol
Lamtor5,Lamtor5,symbol
Slc16a4,Slc16a4,symbol
ENSRNOG00000068040,,ensembl
Rbm15,Rbm15,symbol
Ndufa3-ps3,Ndufa3-ps3,symbol
Kcnc4,Kcnc4,symbol
Slc6a17,Slc6a17,symbol
Ubl4b,Ubl4b,symbol
Alx3,Alx3,symbol
Strip1,Strip1,symbol
ENSRNOG00000067526,,ensembl
Ahcyl1,Ahcyl1,symbol
Csf1,Csf1,symbol
Eps8l3,Eps8l3,symbol
Gstm5,Gstm5,symbol
Gstm2,Gstm2,symbol
Gstm7,Gstm7,symbol
AC097845.1,AC097845.1,symbol
Gstm3,Gstm3,symbol
Gstm1,Gstm1,symbol
LOC120101212,LOC120101212,symbol
Gstm4,Gstm4,symbol
LOC120101236,LOC120101236,symbol
Ampd2,Ampd2,symbol
Gnat2,Gnat2,symbol
Gnai3,Gnai3,symbol
Rnu6-318,Rnu6-318,symbol
ENSRNOG00000066083,,ensembl
Gpr61,Gpr61,symbol
Amigo1,Amigo1,symbol
Cyb561d1,Cyb561d1,symbol
Atxn7l2,Atxn7l2,symbol
Sypl2,Sypl2,symbol
Psma5,Psma5,symbol
Sort1,Sort1,symbol
Mybphl,Mybphl,symbol
Psrc1,Psrc1,symbol
Celsr2,Celsr2,symbol
Sars1,Sars1,symbol
LOC120101229,LOC120101229,symbol
Elapor1,Elapor1,symbol
LOC120101367,LOC120101367,symbol
ENSRNOG00000063736,,ensembl
Cfap276,Cfap276,symbol
Cox6b1,Cox6b1,symbol
ENSRNOG00000066136,,ensembl
LOC120101374,LOC120101374,symbol
Tmem167b,Tmem167b,symbol
Wdr47,Wdr47,symbol
Taf13,Taf13,symbol
Clcc1,Clcc1,symbol
Gpsm2,Gpsm2,symbol
ENSRNOG00000067289,,ensembl
Aknad1,Aknad1,symbol
Stxbp3,Stxbp3,symbol
ENSRNOG00000063982,,ensembl
Fndc7,Fndc7,symbol
Mir6314,Mir6314,symbol
Prpf38b,Prpf38b,symbol
ENSRNOG00000065416,,ensembl
ENSRNOG00000065216,,ensembl
ENSRNOG00000063403,,ensembl
Henmt1,Henmt1,symbol
Eeig2,Eeig2,symbol
Slc25a54,Slc25a54,symbol
Slc25a24,Slc25a24,symbol
Vav3,Vav3,symbol
AABR07012868.1,AABR07012868.1,symbol
LOC120101268,LOC120101268,symbol
Ntng1,Ntng1,symbol
ENSRNOG00000063754,,ensembl
AABR07013425.1,AABR07013425.1,symbol
Prmt6,Prmt6,symbol
Rnu2-7,Rnu2-7,symbol
Rnu6-1277,Rnu6-1277,symbol
LOC120101208,LOC120101208,symbol
ENSRNOG00000069093,,ensembl
LOC120101124,LOC120101124,symbol
LOC120101345,LOC120101345,symbol
ENSRNOG00000069066,,ensembl
LOC120100609,LOC120100609,symbol
LOC120100610,LOC120100610,symbol
Amy2a3,Amy2a3,symbol
LOC103689940,LOC103689940,symbol
Amy1,Amy1,symbol
Rnpc3,Rnpc3,symbol
LOC120100611,LOC120100611,symbol
Col11a1,Col11a1,symbol
LOC120101255,LOC120101255,symbol
LOC120101222,LOC120101222,symbol
LOC120101352,LOC120101352,symbol
Olfm3,Olfm3,symbol
ENSRNOG00000064220,,ensembl
LOC120101298,LOC120101298,symbol
S1pr1,S1pr1,symbol
Dph5,Dph5,symbol
Slc30a7,Slc30a7,symbol
Extl2,Extl2,symbol
Vcam1,Vcam1,symbol
Gpr88,Gpr88,symbol
Cdc14a,Cdc14a,symbol
ENSRNOG00000070219,,ensembl
LOC120101385,LOC120101385,symbol
Rtca,Rtca,symbol
Dbt,Dbt,symbol
Lrrc39,Lrrc39,symbol
Trmt13,Trmt13,symbol
Sass6,Sass6,symbol
Hiat1-ps1,Hiat1-ps1,symbol
Agl,Agl,symbol
Frrs1,Frrs1,symbol
Palmd,Palmd,symbol
4930455H04Rik,4930455H04Rik,symbol
AABR07013057.1,AABR07013057.1,symbol
AABR07013065.1,AABR07013065.1,symbol
Plppr4,Plppr4,symbol
Plppr5,Plppr5,symbol
Snx7,Snx7,symbol
Mir137,Mir137,symbol
Dpyd,Dpyd,symbol
AABR07013086.1,AABR07013086.1,symbol
Ptbp2,Ptbp2,symbol
LOC120101155,LOC120101155,symbol
LOC120101323,LOC120101323,symbol
LOC120101150,LOC120101150,symbol
Rwdd3,Rwdd3,symbol
Tlcd4,Tlcd4,symbol
ENSRNOG00000071142,,ensembl
ENSRNOG00000065979,,ensembl
Alg14,Alg14,symbol
Cnn3,Cnn3,symbol
Slc44a3,Slc44a3,symbol
ENSRNOG00000063273,,ensembl
ENSRNOG00000065491,,ensembl
ENSRNOG00000067913,LOC102554786,ensembl
ENSRNOG00000063238,,ensembl
F3,F3,symbol
Abcd3,Abcd3,symbol
Arhgap29,Arhgap29,symbol
Abca4,Abca4,symbol
ENSRNOG00000070684,,ensembl
AABR07013165.1,AABR07013165.1,symbol
ENSRNOG00000062458,,ensembl
Gclm,Gclm,symbol
Dnttip2,Dnttip2,symbol
ENSRNOG00000062746,,ensembl
Mir760,Mir760,symbol
Bcar3,Bcar3,symbol
Fnbp1l,Fnbp1l,symbol
ENSRNOG00000065795,,ensembl
ENSRNOG00000066532,,ensembl
Pde5a,Pde5a,symbol
Fabp2,Fabp2,symbol
ENSRNOG00000068402,,ensembl
C2h4orf3,C2h4orf3,symbol
Usp53,Usp53,symbol
Myoz2,Myoz2,symbol
Synpo2,Synpo2,symbol
Sec24d,Sec24d,symbol
ENSRNOG00000070921,,ensembl
Mettl14,Mettl14,symbol
Rnu6atac,Rnu6atac,symbol
Prss12,Prss12,symbol
LOC120101240,LOC120101240,symbol
Ndst3,Ndst3,symbol
LOC103691690,LOC103691690,symbol
RGD1306519,RGD1306519,symbol
LOC120101312,LOC120101312,symbol
RGD1306704,RGD1306704,symbol
LOC120101122,LOC120101122,symbol
ENSRNOG00000069122,,ensembl
Ndst4,Ndst4,symbol
Ugt8,Ugt8,symbol
Arsj,Arsj,symbol
Camk2d,Camk2d,symbol
Ank2,Ank2,symbol
LOC120101321,LOC120101321,symbol
ENSRNOG00000062479,,ensembl
Larp7,Larp7,symbol
Zgrf1,Zgrf1,symbol
Neurog2,Neurog2,symbol
Alpk1,Alpk1,symbol
Tifa,Tifa,symbol
Ap1ar,Ap1ar,symbol
Fam241a,Fam241a,symbol
LOC108350287,LOC108350287,symbol
LOC120101128,LOC120101128,symbol
Pitx2,Pitx2,symbol
Enpep,Enpep,symbol
Dcm5,Dcm5,symbol
AABR07034008.1,AABR07034008.1,symbol
Elovl6,Elovl6,symbol
Egf,Egf,symbol
Lrit3,Lrit3,symbol
Rrh,Rrh,symbol
Gar1,Gar1,symbol
Cfi,Cfi,symbol
Pla2g12a,Pla2g12a,symbol
Casp6,Casp6,symbol
Mcub,Mcub,symbol
Sec24b,Sec24b,symbol
Col25a1,Col25a1,symbol
LOC120101132,LOC120101132,symbol
Etnppl,Etnppl,symbol
Ostc,Ostc,symbol
Rpl34,Rpl34,symbol
LOC108350290,LOC108350290,symbol
AABR07013412.1,AABR07013412.1,symbol
Lef1,Lef1,symbol
Hadh,Hadh,symbol
Cyp2u1,Cyp2u1,symbol
Sgms2,Sgms2,symbol
ENSRNOG00000068875,LOC120100944,ensembl
Papss1,Papss1,symbol
Rnvu1-6,Rnvu1-6,symbol
Dkk2,Dkk2,symbol
ENSRNOG00000066474,,ensembl
Rnu6-482,Rnu6-482,symbol
Gimd1,Gimd1,symbol
Aimp1,Aimp1,symbol
Tbck,Tbck,symbol
LOC120101311,LOC120101311,symbol
Npnt,Npnt,symbol
Gstcd,Gstcd,symbol
Ints12,Ints12,symbol
Arhgef38,Arhgef38,symbol
Ppa2,Ppa2,symbol
Gpbp1l2,Gpbp1l2,symbol
Tet2,Tet2,symbol
ENSRNOG00000067100,,ensembl
ENSRNOG00000065234,,ensembl
LOC120101230,LOC120101230,symbol
LOC120101282,LOC120101282,symbol
Cxxc4,Cxxc4,symbol
Mir1895,Mir1895,symbol
Tacr3,Tacr3,symbol
Cenpe,Cenpe,symbol
Bdh2,Bdh2,symbol
Slc9b2,Slc9b2,symbol
ENSRNOG00000063226,,ensembl
Slc9b1,Slc9b1,symbol
LOC120101362,LOC120101362,symbol
Cisd2,Cisd2,symbol
Ube2d3,Ube2d3,symbol
Manba,Manba,symbol
LOC120101140,LOC120101140,symbol
Nfkb1,Nfkb1,symbol
ENSRNOG00000064487,,ensembl
Rnu2-72,Rnu2-72,symbol
Slc39a8,Slc39a8,symbol
Bank1,Bank1,symbol
Ppp3ca,Ppp3ca,symbol
ENSRNOG00000068741,,ensembl
Emcn,Emcn,symbol
ENSRNOG00000033088,,ensembl
Ddit4l,Ddit4l,symbol
H2az1,H2az1,symbol
Dnajb14,Dnajb14,symbol
Lamtor3,Lamtor3,symbol
Dapp1,Dapp1,symbol
Mindy3-ps1,Mindy3-ps1,symbol
LOC102555814,LOC102555814,symbol
ENSRNOG00000062612,,ensembl
Mttp,Mttp,symbol
Trmt10a,Trmt10a,symbol
RGD1309170,RGD1309170,symbol
ENSRNOG00000068931,,ensembl
Adh7,Adh7,symbol
ENSRNOG00000071053,,ensembl
Adh6,Adh6,symbol
Adh6a,Adh6a,symbol
ENSRNOG00000070273,,ensembl
Adh1-ps1,Adh1-ps1,symbol
LOC120101392,LOC120101392,symbol
ENSRNOG00000063698,,ensembl
Adh6,Adh6,symbol
Adh5,Adh5,symbol
Metap1,Metap1,symbol
Mir1956,Mir1956,symbol
Eif4e,Eif4e,symbol
Tspan5,Tspan5,symbol
Rap1gds1,Rap1gds1,symbol
LOC120101272,LOC120101272,symbol
Stpg2,Stpg2,symbol
LOC120101136,LOC120101136,symbol
LOC120101162,LOC120101162,symbol
LOC120101220,LOC120101220,symbol
LOC120101108,LOC120101108,symbol
ENSRNOG00000069084,,ensembl
LOC103691720,LOC103691720,symbol
ENSRNOG00000067298,,ensembl
Unc5c,Unc5c,symbol
Bmpr1b,Bmpr1b,symbol
Pdlim5,Pdlim5,symbol
Gbp5,Gbp5,symbol
RNaseP_nuc,RNaseP_nuc,symbol
Gbp7,Gbp7,symbol
Gbp4,Gbp4,symbol
Gbp2,Gbp2,symbol
Gbp1,Gbp1,symbol
ENSRNOG00000065742,,ensembl
Gbp3,Gbp3,symbol
LOC120101154,LOC120101154,symbol
Gbp1-ps1,Gbp1-ps1,symbol
LOC120100623,LOC120100623,symbol
Gbp6-ps2,Gbp6-ps2,symbol
Kyat3,Kyat3,symbol
Gtf2b,Gtf2b,symbol
Rnu6-503,Rnu6-503,symbol
Pkn2,Pkn2,symbol
Lmo4,Lmo4,symbol
Hs2st1,Hs2st1,symbol
Selenof,Selenof,symbol
Sh3glb1,Sh3glb1,symbol
Clca5,Clca5,symbol
Clca4l,Clca4l,symbol
Clca4,Clca4,symbol
Clca1,Clca1,symbol
Clca2,Clca2,symbol
Odf2l,Odf2l,symbol
Col24a1,Col24a1,symbol
Znhit6,Znhit6,symbol
LOC120101145,LOC120101145,symbol
Ccn1,Ccn1,symbol
Ddah1,Ddah1,symbol
Bcl10,Bcl10,symbol
C2h1orf52,C2h1orf52,symbol
Rnu5e-5,Rnu5e-5,symbol
Syde2,Syde2,symbol
Dnai3,Dnai3,symbol
Mcoln3,Mcoln3,symbol
LOC120101391,LOC120101391,symbol
Mcoln2,Mcoln2,symbol
ENSRNOG00000070239,,ensembl
Lpar3,Lpar3,symbol
ENSRNOG00000064338,,ensembl
Rnu6-777,Rnu6-777,symbol
Ssx2ip,Ssx2ip,symbol
Ctbs,Ctbs,symbol
Spata1,Spata1,symbol
ENSRNOG00000068715,,ensembl
Rpf1,Rpf1,symbol
Uox,Uox,symbol
Dnase2b,Dnase2b,symbol
Samd13,Samd13,symbol
Prkacb,Prkacb,symbol
Ttll7,Ttll7,symbol
ENSRNOG00000065402,,ensembl
LOC120101330,LOC120101330,symbol
Adgrl2,Adgrl2,symbol
Adgrl2,Adgrl2,symbol
LOC120101209,LOC120101209,symbol
LOC120101360,LOC120101360,symbol
ENSRNOG00000067115,,ensembl
AABR07013776.1,AABR07013776.1,symbol
Adgrl4,Adgrl4,symbol
Ifi44,Ifi44,symbol
Ifi44l,Ifi44l,symbol
Ptgfr,Ptgfr,symbol
LOC120101214,LOC120101214,symbol
ENSRNOG00000065840,,ensembl
Gipc2,Gipc2,symbol
ENSRNOG00000062377,,ensembl
Dnajb4,Dnajb4,symbol
Fubp1,Fubp1,symbol
Nexn,Nexn,symbol
Miga1,Miga1,symbol
Usp33,Usp33,symbol
Zzz3,Zzz3,symbol
Ak5,Ak5,symbol
Pigk,Pigk,symbol
St6galnac5,St6galnac5,symbol
St6galnac3,St6galnac3,symbol
LOC120101318,LOC120101318,symbol
LOC120101305,LOC120101305,symbol
Asb17,Asb17,symbol
Msh4,Msh4,symbol
LOC120101327,LOC120101327,symbol
Rabggtb,Rabggtb,symbol
LOC120101235,LOC120101235,symbol
Snord45a,Snord45a,symbol
Snord45c,Snord45c,symbol
Acadm,Acadm,symbol
LOC120101239,LOC120101239,symbol
Slc44a5,Slc44a5,symbol
Lhx8,Lhx8,symbol
Rnu7-151,Rnu7-151,symbol
Tyw3,Tyw3,symbol
Cryz,Cryz,symbol
Erich3,Erich3,symbol
Tnni3k,Tnni3k,symbol
Lrrc53,Lrrc53,symbol
Fpgt,Fpgt,symbol
Lrriq3,Lrriq3,symbol
Negr1,Negr1,symbol
LOC120101315,LOC120101315,symbol
Zranb2,Zranb2,symbol
Mir186,Mir186,symbol
Ptger3,Ptger3,symbol
ENSRNOG00000063023,,ensembl
AABR07048397.1,AABR07048397.1,symbol
ENSRNOG00000064834,,ensembl
AABR07013931.1,AABR07013931.1,symbol
AABR07013931.2,AABR07013931.2,symbol
Cth,Cth,symbol
Ankrd13c,Ankrd13c,symbol
Srsf11,Srsf11,symbol
Lrrc40,Lrrc40,symbol
Lrrc7,Lrrc7,symbol
LOC120101167,LOC120101167,symbol
LOC120101263,LOC120101263,symbol
LOC120101294,LOC120101294,symbol
LOC120101196,LOC120101196,symbol
ENSRNOG00000063785,,ensembl
Depdc1,Depdc1,symbol
Rpe65,Rpe65,symbol
Wls,Wls,symbol
ENSRNOG00000067396,,ensembl
ENSRNOG00000070205,,ensembl
ENSRNOG00000067522,,ensembl
ENSRNOG00000070744,,ensembl
ENSRNOG00000067882,,ensembl
LOC120101499,LOC120101499,symbol
ENSRNOG00000066142,,ensembl
ENSRNOG00000065744,,ensembl
ENSRNOG00000064637,,ensembl
LOC108353098,LOC108353098,symbol
ENSRNOG00000063318,,ensembl
ENSRNOG00000066238,,ensembl
LOC100910078,LOC100910078,symbol
ENSRNOG00000067765,,ensembl
ENSRNOG00000067455,,ensembl
LOC120102105,LOC120102105,symbol
ENSRNOG00000069208,,ensembl
LOC120101957,LOC120101957,symbol
LOC120093067,LOC120093067,symbol
ENSRNOG00000062930,,ensembl
ENSRNOG00000063301,,ensembl
AABR07052125.2,AABR07052125.2,symbol
ENSRNOG00000062687,,ensembl
LOC120101968,LOC120101968,symbol
LOC120101979,LOC120101979,symbol
AABR07028945.1,AABR07028945.1,symbol
ENSRNOG00000067731,,ensembl
ENSRNOG00000068640,,ensembl
LOC302022,LOC302022,symbol
ENSRNOG00000066218,,ensembl
ENSRNOG00000064969,,ensembl
LOC100909833,LOC100909833,symbol
ENSRNOG00000062892,,ensembl
LOC100912517,LOC100912517,symbol
ENSRNOG00000065360,,ensembl
ENSRNOG00000063969,,ensembl
ENSRNOG00000062547,,ensembl
Nxph2,Nxph2,symbol
Spopl,Spopl,symbol
ENSRNOG00000070210,,ensembl
Psx1,Psx1,symbol
Hnmt,Hnmt,symbol
Tbpl2,Tbpl2,symbol
ENSRNOG00000067068,,ensembl
Il36g,Il36g,symbol
Il36a,Il36a,symbol
Il36b,Il36b,symbol
Il36rn,Il36rn,symbol
Il1f10,Il1f10,symbol
Il1rn,Il1rn,symbol
Psd4,Psd4,symbol
Pax8,Pax8,symbol
Cacna1b,Cacna1b,symbol
Ehmt1,Ehmt1,symbol
Arrdc1,Arrdc1,symbol
Zmynd19,Zmynd19,symbol
Dph7,Dph7,symbol
Mrpl41,Mrpl41,symbol
Pnpla7,Pnpla7,symbol
ENSRNOG00000069421,,ensembl
Nsmf,Nsmf,symbol
ENSRNOG00000068169,,ensembl
Entpd8,Entpd8,symbol
Noxa1,Noxa1,symbol
Nrarp,Nrarp,symbol
LOC108350588,LOC108350588,symbol
Tor4a,Tor4a,symbol
Nelfb,Nelfb,symbol
Rnu6-136,Rnu6-136,symbol
Stpg3,Stpg3,symbol
Fam166a,Fam166a,symbol
Tubb4b,Tubb4b,symbol
Rnf208,Rnf208,symbol
Slc34a3,Slc34a3,symbol
Rnf224,Rnf224,symbol
Cysrt1,Cysrt1,symbol
Ndor1,Ndor1,symbol
Tmem203,Tmem203,symbol
Tprn,Tprn,symbol
Ssna1,Ssna1,symbol
Anapc2,Anapc2,symbol
Tmem210,Tmem210,symbol
Lrrc26,Lrrc26,symbol
Grin1,Grin1,symbol
Man1b1,Man1b1,symbol
Dpp7,Dpp7,symbol
Uap1l1,Uap1l1,symbol
Sapcd2,Sapcd2,symbol
Npdc1,Npdc1,symbol
Fut7,Fut7,symbol
Abca2,Abca2,symbol
Clic3,Clic3,symbol
Paxx,Paxx,symbol
Ptgds,Ptgds,symbol
C8g,C8g,symbol
LOC120102031,LOC120102031,symbol
Fbxw5,Fbxw5,symbol
Traf2,Traf2,symbol
Edf1,Edf1,symbol
Mamdc4,Mamdc4,symbol
Ajm1,Ajm1,symbol
Rabl6,Rabl6,symbol
Ccdc183,Ccdc183,symbol
Tmem141,Tmem141,symbol
Fcna,Fcna,symbol
Lcn8,Lcn8,symbol
Lcn5,Lcn5,symbol
Lcn6,Lcn6,symbol
Lcn10,Lcn10,symbol
Obp2a,Obp2a,symbol
Bmyc,Bmyc,symbol
Paep,Paep,symbol
Lcn3,Lcn3,symbol
ENSRNOG00000067380,,ensembl
LOC108348196,LOC108348196,symbol
AABR07051244.1,AABR07051244.1,symbol
ENSRNOG00000067005,,ensembl
Obp2b,Obp2b,symbol
LOC108348105,LOC108348105,symbol
Lcn15l1,Lcn15l1,symbol
Glt6d1,Glt6d1,symbol
Lcn9,Lcn9,symbol
Sohlh1,Sohlh1,symbol
Kcnt1,Kcnt1,symbol
Camsap1,Camsap1,symbol
Rpl8,Rpl8,symbol
Ubac1,Ubac1,symbol
Nacc2,Nacc2,symbol
Tmem250,Tmem250,symbol
Lhx3,Lhx3,symbol
Qsox2,Qsox2,symbol
Ccdc187,Ccdc187,symbol
Gpsm1,Gpsm1,symbol
Dnlz,Dnlz,symbol
Card9,Card9,symbol
Snapc4,Snapc4,symbol
Entr1,Entr1,symbol
Pmpca,Pmpca,symbol
Inpp5e,Inpp5e,symbol
Sec16a,Sec16a,symbol
Notch1,Notch1,symbol
Rnu6-198,Rnu6-198,symbol
Egfl7,Egfl7,symbol
Mir126a,Mir126a,symbol
Agpat2,Agpat2,symbol
Dipk1b,Dipk1b,symbol
ENSRNOG00000067089,,ensembl
LOC120102017,LOC120102017,symbol
AC111292.6,AC111292.6,symbol
LOC120102039,LOC120102039,symbol
LOC681186,LOC681186,symbol
LOC102552073,LOC102552073,symbol
ENSRNOG00000068352,LOC102547612,ensembl
Vegp2,Vegp2,symbol
LOC120102068,LOC120102068,symbol
Lcn1,Lcn1,symbol
Rpl9-ps31,Rpl9-ps31,symbol
ENSRNOG00000067433,,ensembl
Abo3,Abo3,symbol
ENSRNOG00000064101,,ensembl
LOC681385,LOC681385,symbol
ENSRNOG00000069598,,ensembl
LOC681385,LOC681385,symbol
Abo2,Abo2,symbol
ENSRNOG00000070414,,ensembl
AABR07051348.1,AABR07051348.1,symbol
AABR07051348.2,AABR07051348.2,symbol
Rps13,Rps13,symbol
Abo,Abo,symbol
ENSRNOG00000070193,,ensembl
Surf6,Surf6,symbol
Med22,Med22,symbol
Rpl7a,Rpl7a,symbol
Snord24,Snord24,symbol
LOC120101983,LOC120101983,symbol
LOC120101982,LOC120101982,symbol
LOC120101984,LOC120101984,symbol
Surf1,Surf1,symbol
Surf4,Surf4,symbol
Surf2,Surf2,symbol
Stkld1,Stkld1,symbol
Rexo4,Rexo4,symbol
Adamts13,Adamts13,symbol
Cacfd1,Cacfd1,symbol
Slc2a6,Slc2a6,symbol
Gm13398,Gm13398,symbol
Mymk,Mymk,symbol
Adamtsl2,Adamtsl2,symbol
Fam163b,Fam163b,symbol
Dbh,Dbh,symbol
Sardh,Sardh,symbol
Vav2,Vav2,symbol
Brd3,Brd3,symbol
Mir7578,Mir7578,symbol
LOC120102083,LOC120102083,symbol
ENSRNOG00000070157,,ensembl
Wdr5,Wdr5,symbol
LOC120102096,LOC120102096,symbol
Rxra,Rxra,symbol
Col5a1,Col5a1,symbol
ENSRNOG00000063457,,ensembl
ENSRNOG00000064136,,ensembl
Fcnb,Fcnb,symbol
Olfm1,Olfm1,symbol
ENSRNOG00000069269,,ensembl
ENSRNOG00000068716,,ensembl
Ppp1r26,Ppp1r26,symbol
Pierce1,Pierce1,symbol
Mrps2,Mrps2,symbol
Ralgds,Ralgds,symbol
Cel,Cel,symbol
Gtf3c5,Gtf3c5,symbol
Rnu6-592,Rnu6-592,symbol
Gfi1b,Gfi1b,symbol
Tsc1,Tsc1,symbol
Spaca9,Spaca9,symbol
Ak8,Ak8,symbol
Rnu1-136,Rnu1-136,symbol
Gtf3c4,Gtf3c4,symbol
Ddx31,Ddx31,symbol
Barhl1,Barhl1,symbol
Cfap77,Cfap77,symbol
